already_projected_amount,co_benefits,costs_and_benefits_private,costs_and_benefits_public,filename,funding,ghg_reduction_2020,ghg_reduction_2025,ghg_reduction_2030,ghg_reduction_2035,ghg_reduction_2040,ghg_reduction_2050,is_adaptation_policy,is_emissions_reduction_policy,policy_description,quantification_of_ghg_emissions_reductions,relative_cost,responsibility_or_implementation,responsibility_or_implementation_details,sector,supporting_activities,target_or_performance_metric,target_year,timeframe
,,,,CA_City_Escondido_2021_files_part59.htm,,,,,,,,False,True,Adopt a Community Gardening Ordinance,,,,,,,,,
,,,,CA_City_Escondido_2021_files_part59.htm,,,,,,,,False,True,Adopt an Open Space Conservation Program,,,,,,,,,
,,,,CA_City_Escondido_2021_files_part88.htm,,,,,,,,True,False,Identify and create collaborative partnerships with community-based organizations to develop equitable programmatic resources to increase the production and consumption of home grown and locally sourced food.,,,,Community-based organizations,Urban agriculture,,Support more resilient local agriculture to help mitigate climate change and adapt to its impacts.,2022,2022
,,,,CA_City_Escondido_2021_files_part88.htm,,,,,,,,True,False,"Establish partnerships with local businesses and groups to provide educational opportunities for residents to gain skills in organic gardening, fruit production, composting, food preservation, and cooking healthy foods.",,,,Local businesses and groups,Urban agriculture,,Increase skills and knowledge within the community.,2022,2022
,,,,CA_City_Escondido_2021_files_part88.htm,,,,,,,,True,False,Review and update heat response plans.,,,,Local authorities,Public health and safety,,Coordinate operations of cooling centers and develop early warning systems.,2023,2023
,,,,CA_City_Escondido_2021_files_part88.htm,,,,,,,,True,False,"Consider ways to improve equitable access to clean and sustainable energy, including the creation of a Clean Energy Equity Plan.",,,,Local government and energy providers,Energy,,Support low-income residents and small organizations in obtaining renewable energy and engage with the Solar on Multi-Family Housing Program (SOMAH).,2025,2025
,,,,CA_City_Escondido_2021_files_part88.htm,,,,,,,,True,False,"Develop, adopt, and implement integrated plans for mitigating climate impacts in wildland-urban interface areas.",,,,Agencies managing public lands,Urban planning,,"Identify and protect vulnerable habitats, develop corridors, and mitigate wildfire impacts.",2027,2027
,,,,CA_City_Escondido_2021_files_part88.htm,,,,,,,,True,False,Evaluate and pursue stable funding sources and financing strategies to accelerate and sustain natural and green infrastructure within the public right-of-way.,,,,Local government and community organizations,Infrastructure,,Enhance urban green spaces and infrastructure.,2024,2024
,,,,CA_County_SanDiego_2018_files_part172.htm,,,,,,,,True,False,15% reduction in potable water consumption at County facilities below 2014 levels,,,,,Water,,15% reduction in potable water consumption,2020,2020
,,,,CA_County_SanDiego_2018_files_part172.htm,,,,,,,,True,False,20% reduction in potable water consumption at County facilities below 2014 levels,,,,,Water,,20% reduction in potable water consumption,2030,2030
,,,,CA_County_SanDiego_2018_files_part172.htm,,,,,,,,True,False,Strategy W-1 (Reduce Potable Water Consumption),,,,,Water,,Reduce potable water consumption,,
,,,,CA_County_SanDiego_2018_files_part172.htm,,,,,,,,True,False,Strategy W-2: Increase Rainwater Use,,,,,Water,,Increase rainwater use,,
,,,,CA_City_SolanaBeach_2017_files_part63.htm,,,,,,,,True,False,Encourage the use of native landscaping with deep roots that can provide a sponge-effect by absorbing urban runoff;,,,,,Landscaping,,,,
,,,,CA_City_SolanaBeach_2017_files_part63.htm,,,,,,,,True,False,"Install “green infrastructure,” that uses vegetation and soils to restore natural processes required to manage stormwater, around buildings and other parcel areas;",,,,,Infrastructure,,,,
,,,,CA_City_SolanaBeach_2017_files_part63.htm,,,,,,,,True,False,Organize local beach cleanup events;,,,,,Community Action,,,,
,,,,CA_City_SolanaBeach_2017_files_part63.htm,,,,,,,,True,False,Acquire and protect open space areas;,,,,,Land Use,,,,
,,,,CA_City_SolanaBeach_2017_files_part63.htm,,,,,,,,True,False,Educate the public on benefits of using native and drought tolerant landscaping;,,,,,Education,,,,
,,,,CA_City_SolanaBeach_2017_files_part63.htm,,,,,,,,True,False,"Protect, preserve, and restore native habitats; and",,,,,Conservation,,,,
,,,,CA_City_SolanaBeach_2017_files_part63.htm,,,,,,,,True,False,Encourage removal of eucalyptus and other non-native vegetation from the wildland-urban interface.,,,,,Biodiversity,,,,
,,,,CA_City_DelMar_2016_files_part115.htm,,,,,,,,False,True,Educate the public to become more energy efficient and reduce demand.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part115.htm,,,,,,,,False,True,Encourage solar-based or other renewable energy sources to supplement the grid and reduce peak demand on the grid.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part115.htm,,,,,,,,True,False,Encourage improved building envelopes by adding insulation and placing trees to provide shade.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part115.htm,,,,,,,,True,False,Encourage cooling technologies.,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part115.htm,,,,,,,,True,False,Promote the use of smart-meter devices which allow appliances to run during off-peak hours.,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part91.htm,,,,,,,,False,True,Implement the County’s Strategic Energy Plan and the Green Fleet Action Plan Implementation Strategy,,Medium,,DGS,Energy and Transportation,,,,2015-2020
,,,,CA_County_SanDiego_2018_files_part91.htm,,,,,,,,False,True,Update the County’s Strategic Energy Plan and the Green Fleet Action Plan Implementation Strategy,,Low,,DGS,Energy and Transportation,,,,2020
"1,200 by 2020",,,,CA_County_SanDiego_2018_files_part175.htm,,,,,,,,True,False,"By installing rain barrel systems, homeowners can save money and conserve water on outdoor irrigation, while preserving the County’s potable water supply.",,,,,Water Management,,"1,200 rain barrels will be installed in the unincorporated county by 2020 and an additional 2,000 rain barrels will be installed by 2030.","2020, 2030",
,,,,CA_County_SanDiego_2018_files_part107.htm,,0,,"21,018",,,"21,945",False,True,"Require all new and replacement water heaters in residential development to be either solar, electrically- powered, or tankless gas by 2020",,,,,Residential Development,,All new and replacement water heaters in residential buildings,2020,
,,,,CA_County_SanDiego_2018_files_part210.htm,,,,,,,,False,True,Air Quality,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part210.htm,,,,,,,,False,False,Biological Resources,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part210.htm,,,,,,,,False,True,Carbon Sequestration,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,False,True,Develop a program to install electric vehicle charging stations (EVCS) in priority areas and establish a pilot project to install 100 Level 2 charging stations,,High,,"APCD, DGS, DPR, DPW",Transportation,,,,2020-2025
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,False,True,"Install 1,940 Level 2 charging stations",,High,,"APCD, DGS, DPR, DPW",Transportation,,,,2025-2030
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,False,True,"Provide education and marketing related to the purchase of electric vehicles (EVs), available charging infrastructure, and existing EV resources and programs",,,,,Transportation,,,,Ongoing
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,False,True,Develop and implement a local EV Incentive Program,,,,,Transportation,,,,2030
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,False,True,Collaborate with regional partners to encourage installation of EVCS in new residential and non-residential developments,,,,,Transportation,,,,Ongoing
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,False,True,Promote the State’s Electric Vehicle Climate Credit,,,,,Transportation,,,,Ongoing
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,False,True,Support programs from the local utility to install EVCS,,,,,Transportation,,,,Ongoing
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,False,True,Boiler Efficiency,,,,,Various,,,,
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,True,False,Coastal Wetlands Creation,,,,,Coastal,,,,
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,True,True,Reforestation,,,,,Forestry,,,,
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,True,True,Forest Preservation,,,,,Forestry,,,,
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,False,True,Compost Additions to Rangeland,,,,,Agriculture,,,,
,,,,CA_County_SanDiego_2018_files_part98.htm,,,,,,,,False,True,Winterization (energy efficiency upgrades),,,,,Energy,,,,
,,,,CA_City_DelMar_2016_files_part72.htm,,2 MTCO2e,,,2 MTCO2e,,,False,True,Goal 10: Pool Cover Program,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part72.htm,,,,,,,,False,True,"Mandating pool covers on 100 percent of pools in Del Mar by 2020, continuing into 2035.",,,,,,,,,
,,,,CA_City_DelMar_2016_files_part72.htm,,,,,,,,False,True,Explore implementation of a pool cover rebate program,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part72.htm,,,,,,,,False,True,Develop a public education program to promote use of pool covers on a voluntary basis,,,,,,,,,
,,,,CA_City_DelMar_2016_files_part72.htm,,,,,,,,False,True,Explore implementation of requiring pool covers by ordinance,,,,,,,,,
,,,,CA_City_Escondido_2021_files_part57.htm,,,,,,,,False,True,"To reduce GHG emissions, the City can work with regional agencies to reduce the amount of solid waste disposed of at landfills by implementing programs that increase recycling and composting.",,,,,solid waste,,,,
,,,,CA_City_Escondido_2021_files_part57.htm,,,,,,,,False,True,Ways to reduce GHG emissions associated with solid waste disposal involve material recycling or organic material composting.,,,,,solid waste,,,,
,,,,CA_City_Escondido_2021_files_part57.htm,,,,"24,000 MTCO2e","26,000 MTCO2e",,,False,True,The City would increase the amount of waste diverted away from landfills.,,,,,solid waste,,,,
,,,,CA_City_Escondido_2021_files_part57.htm,,,,,,,,False,True,"Increase citywide waste diversion by: - Working with the City’s franchise waste hauler to prepare a waste diversion plan that identifies steps toward achieving the 2035 waste diversion goal; - Adopting and implementing an organic waste recycling program to support regional efforts that includes a food scrap compositing program and fully permitted community compost facilities; and - Adopting a composting and waste diversion ordinance, effective in 2023, to support at-home management of food waste.",,,,Working with the City’s franchise waste hauler,solid waste,,,,
,,,,CA_City_Escondido_2021_files_part57.htm,,,,"23,588 MTCO2e",,,,False,True,Achieve 80 percent citywide waste diversion in 2030.,,,,,solid waste,,80 percent citywide waste diversion in 2030,2030,2030
,,,,CA_City_Escondido_2021_files_part57.htm,,,,,"27,405 MTCO2e",,,False,True,Achieve 90 percent citywide waste diversion in 2035.,,,,,solid waste,,90 percent citywide waste diversion in 2035,2035,2035
,,,,CA_County_SanDiego_2018_files_part49.htm,,,,2030,,,,False,True,"Improve 700 centerline miles of roadway segments, including 250 intersections and 210 lane miles of bikeway improvements",,High,DPW,,Transportation,,"700 centerline miles improved, including 250 intersections and 210 lane miles of bikeways",2030,
,,,,CA_County_SanDiego_2018_files_part49.htm,,,,,,,2050,False,True,"Improve 500 centerline miles of roadway segments, including 250 intersections and 210 lane miles of bikeway improvements",,High,DPW,,Transportation,,"500 centerline miles improved, including 250 intersections and 210 lane miles of bikeways",2031-2050,
,,,,CA_County_SanDiego_2018_files_part35.htm,,,,,,,,False,True,443 acres of agricultural easements acquired (equates to offsetting 18 dwelling units),,,,,,,443 acres of agricultural easements acquired,,2020
,,,,CA_County_SanDiego_2018_files_part35.htm,,,,,,,,False,True,"4,430 acres of agricultural easements acquired (equates to offsetting 180 dwelling units)",,,,,,,"4,430 acres of agricultural easements acquired",,2021-2030
,,,,CA_County_SanDiego_2018_files_part100.htm,,,,,,,,False,True,"Close the 2030 GHG emissions reductions target gap of 176,614 MTCO2e through direct investments in local projects that would reduce carbon emissions within the unincorporated county by 2030",,,,,,,,,
,,,,CA_City_DelMar_2016_files_part96.htm,,33 MTCO2e,,,50 MTCO2e,,,False,True,Increase Van Pooling,,,,,transportation,,Increase vanpooling to 3 percent of the labor force by 2020 and 5 percent by 2035.,,
,,,,CA_City_DelMar_2016_files_part96.htm,,,,,,,,False,False,"Seek opportunities to collaborate with SANDAG on successfully implementing its North Coast TDM plan, and connect Del Mar employers and residents to travel-planning resources",,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part58.htm,,,,,,,,True,False,Advocate nearby hospitals and emergency service providers to ensure sufficient resources are available to respond to extreme heat events,,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part58.htm,,,,,,,,True,False,Educate residents on heat-related illness prevention,,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part58.htm,,,,,,,,True,False,Increase public outreach and educational programs to inform the public of health & safety resources,,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part58.htm,,,,,,,,True,False,Assist in facilitating access to cooling centers and pools for the public,,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part58.htm,,,,,,,,True,True,"Explore opportunities to reduce the urban heat island effect through cool roadway technology (e.g. light reflecting pavement), planting shade trees in parking lots, and creating additional green spaces",,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part58.htm,,,,,,,,True,True,"Promote design of buildings, public areas, and infrastructure to reduce reliance on mechanical cooling and energy use (e.g., cool roofs)",,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part58.htm,,,,,,,,True,False,Explore use of community alert/notification system for public updates regarding heat or air quality advisories,,,,,,,,,
,,,,CA_City_SolanaBeach_2017_files_part58.htm,,,,,,,,True,True,Improve parking lot shading and landscaping in new construction and promote planting of additional trees and landscaping in existing parking lots,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part198.htm,,0,,"1,244",,,"2,243",False,True,Require trees be planted for every new residential dwelling unit constructed in the unincorporated county at a rate of two trees per new dwelling unit,,,,,Urban Forestry,Consumer education and outreach on the importance of trees,Two trees per new dwelling unit,2050,
,,,,CA_County_SanDiego_2018_files_part149.htm,,,,,,,,False,True,80% of the unincorporated county’s solid waste is diverted from landfills,,,,,Solid Waste,,80% diversion from landfills,2030,2030
,,,,CA_County_SanDiego_2018_files_part149.htm,,less than 0.1%,,one percent,,,one percent,True,True,Water and wastewater-related measures included in this CAP will reduce both the strain on water supplies and GHG emissions from pumping and treatment activities.,,,,,Water and Wastewater,,,,
,,,,CA_County_SanDiego_2018_files_part149.htm,,,,,,,,True,True,Measure W-1.1: Increase Water Efficiency in New Residential Development,,,,,Water and Wastewater,,,,
,,,,CA_County_SanDiego_2018_files_part149.htm,,,,,,,,True,True,Measure W-1.2: Reduce Outdoor Water Use,,,,,Water and Wastewater,,,,
,,,,CA_County_SanDiego_2018_files_part149.htm,,,,,,,,True,True,Measure W-1.3: Reduce Potable Water Consumption at County Facilities,,,,,Water and Wastewater,,,,
,,,,CA_County_SanDiego_2018_files_part149.htm,,,,,,,,True,True,Measure W-2.1: Increase Rain Barrel Installations,,,,,Water and Wastewater,,,,
,,,,CA_County_SanDiego_2018_files_part135.htm,,,,,,,,False,True,"GHG reduction measure composed of the following components: 1) measure summary, 2) GHG emissions reductions, 3) description, 4) actions, and 5) outcomes.",,,,,,,,,
,,,,CA_City_NationalCity_2011_files_part27.htm,,330 MTCO2e,,339 MTCO2e,,,,False,True,B3.a.1  Continue to integrate alternative transportation fuels and vehicles into the government fleet and the fleets of contractors.,,,,,Vehicle Fleet,,a reduction of 330 MTCO2e per year by 2020 and 339 MTCO2e per year by 2030,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,Encourage energy audits of existing buildings that inform building owners of their energy usage.,,,,,Energy,,Existing buildings' energy usage information,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,Encourage energy audits at the time of sale of commercial and residential properties and provide information about potential upgrades.,,,,,Energy,,Commercial and residential properties,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,"Support increased use of solar water heating in residential, pool and commercial uses.",,,,,Energy,,Increased use of solar water heating,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,Adopt an energy financing program to encourage energy efficiency retrofits in existing buildings.,,,,,Energy,,Energy efficiency retrofits,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,Provide low- or no-cost weatherization improvements for low-income households.,,,,,Energy,,Weatherization improvements for low-income households,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,"Encourage private development projects to exceed the energy efficiency requirements of CalGreen by providing technical assistance, financial assistance and other incentives.",,,,,Energy,,Exceed CalGreen energy efficiency requirements,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,Encourage LEED certification for all new commercial and industrial buildings.,,,,,Energy,,LEED certification,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,Increase enforcement of building energy requirements to reduce the rate of noncompliance.,,,,,Energy,,Building energy compliance,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,"Support the SDG&E feed-in tariff or other policies that will facilitate increased, cost-effective installation of small-scale renewable energy systems like solar photovoltaics.",,,,,Energy,,Increased installation of small-scale renewable energy systems,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,Encourage local homebuilders to participate in the New Solar Homes Partnership to install solar photovoltaics on new homes.,,,,,Energy,,Participation in New Solar Homes Partnership,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,Support mechanisms that encourage installation of smart appliances that interface with smart meters and provide real time electricity pricing information to consumers.,,,,,Energy,,Installation of smart appliances,,
,,,,CA_City_NationalCity_2011_files_part20.htm,,,,,,,,False,True,"Provide information and resources about peak demand and climate change, as well as environmental and monetary costs associated with peak electricity demand.",,,,,Energy,,Information and resources on peak demand and climate change,,
,,"Private costs include need for a TDM coordinator, on-site facilities (showers, lockers), and shuttle programs. Benefits include reduced spending on gasoline, and reduced traffic.",City costs include implementing and enforcing a TDM plan and ordinance. Conducting outreach and education campaigns to promote TDM benefits.,CA_City_Carlsbad_2020_files_part97.htm,,,,,"6,325 MTCO2e",,,False,True,Measure K: Promote Transportation Demand Management Strategies,The EPIC mitigation calculator was used to quantify emission reductions for Measure K.,,City of Carlsbad,"Implement citywide TDM plan and strategies. Implement and enforce Title 18, Chapter 18.51 mandating TDM improvements for non-residential development. City of Carlsbad to facilitate coordinated effort between local businesses and NCTD for route expansion and ridership plan. SANDAG’s iCommute program assists with carpool and ridematching services, subsidized vanpool program, Guaranteed Ride Home program, SchoolPool carpooling, and teleworking information.",Transportation,,"Achieve a 10 percent increase in alternative mode use by workers in Carlsbad, for a total of 32 percent alternative mode use.",,Ongoing
,"Improved air quality, energy and fuel savings, VMT reductions, and improved public health.",,,CA_City_Coronado_2022_files_part96.htm,,,,,,,,False,True,Improve Existing Transit,,,,"Sub-measures include improving headways on transit routes, reducing transit fares of MTS Route 904 and electrifying the Free Summer Shuttle bus.",Transit,,"Improvements to transit options, reducing GHG profile",,
,"Air quality, fuel savings, and improved public health.",,,CA_City_Coronado_2022_files_part96.htm,"MTS would incur costs, with possible City purchase.",,,,,,,False,True,Electrify Summer Shuttle Bus on MTS Route 904,,,Implementation of this measure would require the buses to be replaced with electric buses by 2030.,,Transit,,Electrification of buses to reduce GHG emissions,,By 2030
,"Air quality, energy and fuel savings, VMT reductions, improved public health, and socioeconomic equity.",Cost savings from lower vehicle ownership and operating costs,"Total 20-year measure cost is $3.6 million, with an emissions savings of 439 MTCO2e.",CA_City_Coronado_2022_files_part96.htm,,,,23 MTCO2e,,,21 MTCO2e,False,True,Reduce Transit Fares of MTS Route 904,,"Cost of $224,531 per year",,MTS Route 904 currently provides free service during summer; implementation could extend this to non-summer periods.,Transit,,Free transit service throughout the year,,By 2030
,"Improved air quality, fuel savings, VMT reductions, and improved public health.",Cost savings in terms of reduced personal vehicle ownership and operating costs,,CA_City_Coronado_2022_files_part96.htm,,,,,,,,False,True,Provide Electric Microtransit Shuttles,,,,"The City would work with a private firm for app, marketing, and advertising services, while a local operator manages the vehicle service.",Transit,,Implementation of a microtransit EV shuttle service,,Fully running by 2030
4.5 percent of the vehicle miles traveled in 2035 are projected to be from ZEVs.,,"The private cost would be the purchase of an electric vehicle and the cost of electricity to power the electric vehicle, for community members who elect to purchase an electric vehicle. Costs may also occur from installing EV chargers or pre-wiring into new residential construction or major renovations. Benefits would accrue from reduced spending on gasoline.","City costs would be from planning for, constructing, operating (including providing electricity, for stations not using PV panels) and maintaining ZEV charging stations, which may be offset by potential user fees or grants from the California Energy Commission, or other similar agencies. City costs would also be from implementing ordinances to require the installation of ZEV chargers.. City costs may also occur from fleet purchases of ZEV vehicles. Benefits would accrue from reduced spending on gasoline.",CA_City_Carlsbad_2020_files_part99.htm,"Grant funding for the construction of the ZEV charging stations can come from the California Energy Commission’s Electric Vehicle Charging Infrastructure grant, or other similar grant programs.",,,,"49,912 MTCO2e",,,False,True,Promote an Increase in the Amount of Zero-Emissions Vehicle Travel,The EPIC mitigation calculator was used to quantify emission reductions for Measure L.,,,,Transportation,,Increase the proportion of vehicle miles traveled from 4.5 percent to 25 percent by the year 2035.,2035,
,"Reduced air pollution, energy diversity and security, reduced price volatility, economic development, and public health improvements.",,,CA_City_Coronado_2022_files_part114.htm,,,,,,,,False,True,"The City could implement programs to increase the renewable energy portfolio for electricity supplies for the City beyond that mandated by the State per existing law (e.g., SB 100).","Preliminary analysis indicates that if the City successfully implemented the CCA strategy, it would achieve approximately 78 percent renewable energy by 2030, and an additional 9,871 MTCO2e (in addition to the State’s RPS) could be reduced.",,,,,,,,
,,,,CA_County_SanDiego_2018_files_part191.htm,,,,,,,,False,True,"The San Diego County Air Pollution Control District (SDAPCD) will provide financial incentives to convert stationary diesel- or gas-powered irrigation pumps to electric; these may be connected to the grid or use off-grid alternative/renewable energy sources, such as solar.",,,,San Diego County Air Pollution Control District (SDAPCD),Agriculture,,Conversion of diesel- or gas-powered irrigation pumps to electric by 2020 and 2030,"2020, 2030",
,,,,CA_County_SanDiego_2018_files_part72.htm,,0,,364,,,369,False,True,Require County projects to use alternative fuels in 100% of construction equipment during construction by 2030,"2030 Anticipated GHG Reduction: 364, 2050 Anticipated GHG Reduction: 369",,Implementation,County projects,Construction,,Alternative fuels in 100% of construction equipment by 2030,2030,By 2030
,"Reduced energy use, reduced costs, and improved public safety.",,"The City would incur costs for development and adoption of the new standards. However, this measure would also produce savings in terms of the avoided utility purchase of electricity over the lifetime of the measure.",CA_City_Coronado_2022_files_part113.htm,,,,,,,,False,True,"Adopt outdoor lighting standards for all outdoor public lighting to reduce electricity consumption. The measure includes public streetlights, pedestrian pathway lights, area lighting for parks and public parking lots, and outdoor lighting around public buildings. It also includes the installation of more-effective lamps that would use less electricity while producing the same or greater amount of light.",,,,This measure could be achieved by increasing the penetration rate of light-emitting diode (LED) lamps in outdoor lighting fixtures by 2030. The measure assumes that almost all outdoor lighting would be converted to LED lamps by 2030.,Energy,,Increase penetration rate of LED lamps in outdoor lighting fixtures by 2030,2030,By 2030
,,,,CA_County_SanDiego_2018_files_part196.htm,,Achieved by 2020,,,,,,False,True,Four stationary irrigation pumps converted to electric,,,,,Irrigation,,Electric conversion of stationary irrigation pumps,2020,2020
,,,,CA_County_SanDiego_2018_files_part196.htm,,,,By 2030,,,,False,True,40 stationary irrigation pumps converted to electric,,,,,Irrigation,,Electric conversion of stationary irrigation pumps,2030,2021-2030
,"Improved air quality, water quality and habitat, and community and public health",,,CA_County_SanDiego_2018_files_part196.htm,,,,,,,,True,True,"strategy focuses on the preservation and expansion of tree growth in the county to increase the amount of carbon sequestered in pursuit of offsetting CO2 emissions generated by other sources, to the extent feasible",,,,,Forestry,,Tree preservation and expansion,,
,,,,CA_County_SanDiego_2018_files_part147.htm,,,,,,,,False,True,Energy Savings,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part147.htm,,,,,,,,True,False,Community Health,,,,,,,,,
,,,,CA_County_SanDiego_2018_files_part156.htm,,,,,,,,False,True,Amend Title 9 of the San Diego County Code of Regulatory Ordinances (County Construction Codes),,Low,,,,,,,2020
,,,,CA_County_SanDiego_2018_files_part156.htm,,,,,,,,True,True,"Collaborate with the San Diego County Water Authority (SDCWA) and local water districts to provide education and outreach to homeowners on water conservation tips, financial programs, and incentives",,,,,,,,,Ongoing
There is no projected amount for this measure.,N/A,There are no direct private costs from this measure.,"City costs are planning (including a feasibility study), constructing and maintaining the renewable facilities.",CA_City_Carlsbad_2020_files_part101.htm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,True,Conduct a feasibility study to evaluate citywide renewable energy projects and prioritize accordingly.,N/A,N/A,City of Carlsbad,The City of Carlsbad would be responsible for conducting a feasibility study.,renewable energy,N/A,N/A,N/A,Short-term
There is no projected amount for this measure.,Benefits accrue from electricity savings to City through net energy metering.,There are no direct private costs from this measure.,"City costs are planning (including a feasibility study), constructing and maintaining the renewable facilities, some of which may be offset through funding sources.",CA_City_Carlsbad_2020_files_part101.htm,Energy Efficiency Financing for Public Sector Projects and SGIP,N/A,N/A,N/A,N/A,N/A,N/A,False,True,"Incorporate renewable energy measures such as PV system installation on city buildings and parking lots, or microturbine installation on city facilities, with the goal of producing approximately 12,000 megawatt-hours per year.","The production of 12,341 megawatt-hours per year corresponds to a reduction of 2,774 MTCO2e.",N/A,City of Carlsbad,The City of Carlsbad would be responsible for siting renewable projects and constructing and maintaining the renewable energy projects.,renewable energy,N/A,"Produce approximately 12,000 megawatt-hours per year.",2035,Mid to Long-term
There is no projected amount for this measure.,N/A,There are no direct private costs from this measure.,N/A,CA_City_Carlsbad_2020_files_part101.htm,"Energy Efficiency Financing for Public Sector Projects, SGIP",N/A,N/A,N/A,N/A,N/A,N/A,False,True,Pursue available funding sources for the construction of renewable energy projects by the city.,N/A,N/A,City of Carlsbad,The City of Carlsbad will pursue funding sources for renewable energy projects.,renewable energy,N/A,N/A,N/A,Mid to Long-term
,,,,CA_County_SanDiego_2018_files_part187.htm,,,,,,,,False,True,Convert farm equipment to electric through San Diego County Air Pollution Control District financial incentives,,Medium,SDAPCD,,,,,,2030
,,,,CA_City_SolanaBeach_2017_files_part47.htm,,,,,"3,389 MTCO2e",,,False,True,Measure W-1 Divert 90% of waste from landfills and capture 85% of landfill gas emissions,,,City of Solana Beach,"Adopt policies for zero waste events, construction waste recycling, develop an organics diversion program, public education on recycling, and advocate for increased methane capture.",Waste Management,"Explore regional compost facility creation, promote local food production, and support biogas resources development.","Reduce waste and increase recycling, 3,389 MTCO2e reduction by 2035",2035,By 2035
,,,,CA_City_SolanaBeach_2017_files_part47.htm,,,,,407 MTCO2e,,,False,True,Measure W-2 Implementation of existing water rate and billing structure,,,Santa Fe Irrigation District,Implement existing water rate increases and billing structures to incentivize water use reduction.,Water Management,,407 MTCO2e reduction by 2035,2035,By 2035
,,,,CA_City_SolanaBeach_2017_files_part47.htm,,,,,292 MTCO2e,,,False,True,Measure W-3 Expand recycled water program expansion to reduce potable water consumption by 10%,,,City of Solana Beach,Expand current recycled water infrastructure and programs.,Water Management,,"Reduce potable water use by 10%, 292 MTCO2e reduction by 2035",2035,By 2035
,,,,CA_City_SolanaBeach_2017_files_part47.htm,,,,,66 MTCO2e,,,False,True,Measure W-4 Capture 100% of emissions from wastewater treatment,,,San Elijo Wastewater Treatment Plant,Collaborate with wastewater treatment plants to achieve methane capture.,Wastewater Management,,"Achieve 100% methane capture, 66 MTCO2e reduction by 2035",2035,By 2035
,,,,CA_City_SolanaBeach_2017_files_part47.htm,,,,,30 MTCO2e,,,True,False,Measure W-5 Water conservation,,,City of Solana Beach,"Implement PACE programs, promote water efficiency rebates, maintain water waste reporting, encourage grey water and rainwater systems.",Water Management,,"Reduce water use, 30 MTCO2e reduction by 2035",2035,By 2035
,"Improved air quality, fuel savings, VMT reductions, and improved public health.",,,CA_City_Coronado_2022_files_part102.htm,,,,,,,,False,True,Future replacement of the current diesel ferry with full a battery-electric model to eliminate all direct emissions during operation,,,,,Transportation,,,2025,
,"Improved air quality, fuel savings, VMT reductions, and improved public health.",,,CA_City_Coronado_2022_files_part102.htm,,,,,,,,False,True,"2019 expansion of the ferry service to add an additional sixth morning ferry into Coronado, increasing the number of ferry users, thus offsetting passenger on-road vehicle emissions",,,,,Transportation,,,2019,
